"site","standunique","stockdens","siteage","logged","year","jd","time","temp","obs","firstyr","W1","W2","W3","W4","W5","W6","W7","W8","W9","year.unscale","temp.unscale","jd.unscale","time.unscale","siteage.unscale"
172,219,9,-0.22148269272198,0,-1.45114332546949,0.615225200861845,-0.496325194769951,-0.365524549763067,78,1,3,0,0,0,0,0,0,0,0,2008,56,181,6.25,95
172,219,9,-0.108214362618525,0,-0.284717994237633,-0.522642767722446,-1.08786423637595,0.193206509246539,85,1,3,0,0,0,0,0,1,0,0,2010,60,177,5.53333333333333,97
172,219,9,-0.0515801975667969,0,0.298494671378296,-1.09157675201459,-0.482568472872137,-0.64489007926787,86,1,4,0,0,0,0,0,0,0,0,2011,54,175,6.26666666666667,98
172,219,9,0.0616881325366584,0,1.46492000261015,-1.37604374416066,-1.41802556192349,0.33288927399894,92,0,2,2,0,1,0,0,0,0,0,2013,61,174,5.13333333333333,100
172,219,9,0.00505396748493073,0,0.881707336994224,0.0462912165696997,-0.537595360463393,0.751937568256145,92,1,2,0,0,0,0,1,0,0,0,2012,64,179,6.2,99
173,218,9,-0.108214362618525,0,-0.284717994237633,-0.522642767722446,-0.840243242215301,0.472572038751342,85,1,2,0,0,0,2,0,0,0,0,2010,62,177,5.83333333333333,97
173,218,9,-0.0515801975667969,0,0.298494671378296,-1.09157675201459,-0.276217644404927,-0.505207314515469,86,1,1,1,0,0,0,0,0,0,0,2011,55,175,6.51666666666667,98
173,218,9,0.0616881325366584,0,1.46492000261015,-1.37604374416066,-0.853999964113115,0.472572038751342,92,0,4,0,0,1,0,0,0,0,0,2013,62,174,5.81666666666667,100
173,218,9,-0.164848527670252,0,-0.867930659853561,-0.522642767722446,-0.881513407908743,-0.365524549763067,81,1,1,0,1,0,0,0,0,1,0,2009,56,177,5.78333333333333,96
173,218,9,-0.22148269272198,0,-1.45114332546949,0.615225200861845,-0.221190756813671,-0.365524549763067,78,1,2,0,0,1,0,0,0,0,0,2008,56,181,6.58333333333333,95
173,218,9,0.00505396748493073,0,0.881707336994224,0.0462912165696997,-0.179920591120229,0.612254803503743,92,1,1,0,0,0,0,0,0,0,0,2012,63,179,6.63333333333333,99
174,218,9,0.0616881325366584,0,1.46492000261015,-1.37604374416066,-0.675162579441533,0.472572038751342,92,0,3,1,0,1,0,0,0,0,0,2013,62,174,6.03333333333333,100
174,218,9,-0.0515801975667969,0,0.298494671378296,-1.09157675201459,-0.0973802597333449,-0.365524549763067,86,1,1,0,0,0,0,0,0,0,0,2011,56,175,6.73333333333333,98
174,218,9,-0.22148269272198,0,-1.45114332546949,0.615225200861845,-0.0285966502442752,-0.365524549763067,78,1,1,0,1,0,0,0,0,0,0,2008,56,181,6.81666666666667,95
174,218,9,-0.108214362618525,0,-0.284717994237633,-0.522642767722446,-0.633892413748091,0.472572038751342,85,1,2,0,0,2,0,0,0,1,0,2010,62,177,6.08333333333333,97
174,218,9,-0.164848527670252,0,-0.867930659853561,-0.522642767722446,-0.702676023237161,-0.225841785010666,81,1,2,0,0,0,0,0,0,0,0,2009,57,177,6,96
174,218,9,0.00505396748493073,0,0.881707336994224,0.0462912165696997,0.0401869592447953,0.612254803503743,92,1,4,0,0,0,0,1,0,0,0,2012,63,179,6.9,99
175,218,9,0.00505396748493073,0,0.881707336994224,0.0462912165696997,0.246537787712005,0.612254803503743,92,1,2,0,0,0,1,0,0,0,0,2012,63,179,7.15,99
175,218,9,-0.108214362618525,0,-0.284717994237633,-0.522642767722446,-0.427541585280881,0.612254803503743,85,1,3,0,0,0,0,0,0,0,0,2010,63,177,6.33333333333333,97
175,218,9,-0.164848527670252,0,-0.867930659853561,-0.522642767722446,-0.523838638565579,-0.0861590202582643,81,1,1,0,0,0,2,0,0,0,0,2009,58,177,6.21666666666667,96
175,218,9,-0.0515801975667969,0,0.298494671378296,-1.09157675201459,0.136484012529493,-0.505207314515469,86,1,1,1,0,0,0,0,0,0,0,2011,55,175,7.01666666666667,98
175,218,9,-0.22148269272198,0,-1.45114332546949,0.615225200861845,0.163997456325121,-0.365524549763067,78,1,1,0,0,0,0,0,0,0,1,2008,56,181,7.05,95
175,218,9,0.0616881325366584,0,1.46492000261015,-1.37604374416066,-0.496325194769951,0.472572038751342,92,0,0,0,2,1,0,0,0,0,0,2013,62,174,6.25,100
176,220,9,-0.22148269272198,0,-1.45114332546949,0.615225200861845,0.549185669463913,0.472572038751342,78,1,2,0,0,0,0,0,1,0,0,2008,62,181,7.51666666666667,95
176,220,9,-0.164848527670252,0,-0.867930659853561,-0.522642767722446,-0.234947478711485,0.193206509246539,81,1,1,1,0,1,0,0,0,0,0,2009,60,177,6.56666666666667,96
176,220,9,-0.0515801975667969,0,0.298494671378296,-1.09157675201459,-1.08786423637595,-0.505207314515469,86,1,1,0,0,0,0,0,0,0,0,2011,55,175,5.53333333333333,98
176,220,9,0.00505396748493073,0,0.881707336994224,0.0462912165696997,0.672996166544239,0.891620333008546,92,1,3,0,0,0,0,1,0,0,0,2012,65,179,7.66666666666667,99
176,220,9,0.0616881325366584,0,1.46492000261015,-1.37604374416066,-0.138650425426787,0.193206509246539,92,0,4,0,0,0,0,0,0,0,0,2013,60,174,6.68333333333333,100
176,220,9,-0.108214362618525,0,-0.284717994237633,-0.522642767722446,-0.234947478711485,0.751937568256145,85,1,1,0,0,1,0,0,0,0,0,2010,64,177,6.56666666666667,97
177,220,9,0.458127287898752,0,-0.284717994237633,-0.522642767722446,-0.0148399283464612,0.751937568256145,85,1,1,1,0,0,0,0,0,0,0,2010,64,177,6.83333333333333,107
177,220,9,0.344858957795297,0,-1.45114332546949,0.615225200861845,0.796806663624565,0.193206509246539,78,1,2,0,0,0,0,0,0,0,0,2008,60,181,7.81666666666667,105
177,220,9,0.628029783053935,0,1.46492000261015,-1.37604374416066,0.150240734427307,0.33288927399894,92,0,1,0,0,0,0,1,0,0,0,2013,61,174,7.03333333333333,110
177,220,9,0.401493122847024,0,-0.867930659853561,-0.522642767722446,-0.0285966502442752,0.193206509246539,81,1,2,0,1,0,0,0,0,0,0,2009,60,177,6.81666666666667,106
177,220,9,0.571395618002208,0,0.881707336994224,0.0462912165696997,1.01691421398959,0.891620333008546,92,1,5,0,0,0,0,0,0,0,0,2012,65,179,8.08333333333333,109
177,220,9,0.51476145295048,0,0.298494671378296,-1.09157675201459,-1.32172850863879,-0.64489007926787,86,1,2,0,0,0,0,0,0,0,0,2011,54,175,5.25,108
178,220,9,0.628029783053935,0,1.46492000261015,-1.37604374416066,0.480402059974843,0.472572038751342,92,0,2,0,2,0,0,0,0,0,0,2013,62,174,7.43333333333333,110
178,220,9,0.458127287898752,0,-0.284717994237633,-0.522642767722446,0.232781065814191,0.751937568256145,85,1,2,0,0,0,0,0,0,0,0,2010,64,177,7.13333333333333,107
178,220,9,0.51476145295048,0,0.298494671378296,-1.09157675201459,-1.55559278090163,-0.64489007926787,86,1,0,0,1,0,0,1,1,0,0,2011,54,175,4.96666666666667,108
178,220,9,0.401493122847024,0,-0.867930659853561,-0.522642767722446,0.150240734427307,0.33288927399894,81,1,2,0,0,0,0,0,0,0,0,2009,61,177,7.03333333333333,106
178,220,9,0.571395618002208,0,0.881707336994224,0.0462912165696997,1.37458898333275,1.31066862726575,92,1,3,0,0,0,0,0,1,0,0,2012,68,179,8.51666666666667,109
178,220,9,0.344858957795297,0,-1.45114332546949,0.615225200861845,1.0306709358874,0.193206509246539,78,1,4,0,0,1,0,0,0,0,0,2008,60,181,8.1,105
179,221,9,0.967834773364301,0,-0.867930659853561,-0.522642767722446,1.14072471106991,0.612254803503743,81,1,2,1,0,0,0,1,0,1,0,2009,63,177,8.23333333333333,116
179,221,9,1.13773726851948,0,0.881707336994224,0.0462912165696997,2.54391034464694,1.31066862726575,92,1,2,1,0,0,0,0,0,0,0,2012,68,179,9.93333333333333,119
179,221,9,0.911200608312574,0,-1.45114332546949,0.615225200861845,2.04866835632564,0.472572038751342,78,1,3,0,0,0,0,0,0,0,0,2008,62,181,9.33333333333333,115
179,221,9,1.02446893841603,0,-0.284717994237633,-0.522642767722446,1.2232650424568,0.751937568256145,85,1,2,0,1,0,0,0,0,0,0,2010,64,177,8.33333333333333,117
180,221,9,0.967834773364301,0,-0.867930659853561,-0.522642767722446,0.975644048296147,0.612254803503743,81,1,2,0,0,0,0,0,1,2,0,2009,63,177,8.03333333333333,116
180,221,9,1.13773726851948,0,0.881707336994224,0.0462912165696997,2.33755951617973,1.31066862726575,92,1,2,1,0,0,1,0,0,0,0,2012,68,179,9.68333333333333,119
180,221,9,1.19437143357121,0,1.46492000261015,-1.37604374416066,1.37458898333275,0.33288927399894,92,0,1,0,0,1,0,1,0,0,0,2013,61,174,8.51666666666667,120
180,221,9,1.02446893841603,0,-0.284717994237633,-0.522642767722446,1.08569782347866,0.891620333008546,85,1,3,0,0,0,0,0,0,0,0,2010,65,177,8.16666666666667,117
180,221,9,0.911200608312574,0,-1.45114332546949,0.615225200861845,1.85607424975624,0.193206509246539,78,1,3,0,0,1,0,0,0,0,0,2008,60,181,9.1,115
181,221,9,2.10051807439885,0,0.881707336994224,0.0462912165696997,2.14496540961034,1.31066862726575,92,1,0,1,1,0,0,0,0,0,0,2012,68,179,9.45,136
181,221,9,1.87398141419194,0,-1.45114332546949,0.615225200861845,1.67723686508466,0.193206509246539,78,1,2,0,0,1,0,0,0,0,0,2008,60,181,8.88333333333333,132
181,221,9,2.15715223945058,0,1.46492000261015,-1.37604374416066,1.18199487676336,0.193206509246539,92,0,0,0,0,0,0,0,0,1,0,2013,60,174,8.28333333333333,137
181,221,9,1.9872497442954,0,-0.284717994237633,-0.522642767722446,0.906860438807077,0.891620333008546,85,1,3,0,1,0,0,0,0,0,0,2010,65,177,7.95,134
181,221,9,1.93061557924367,0,-0.867930659853561,-0.522642767722446,0.810563385522379,0.472572038751342,81,1,2,0,0,0,0,0,0,0,0,2009,62,177,7.83333333333333,133
182,277,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,-1.15664784586502,-1.48298666778228,76,0,2,1,1,0,0,0,0,0,0,2009,48,182,5.45,109
182,277,7,0.797932278209118,0,1.46492000261015,0.330758208715772,-0.867756686010929,0.193206509246539,84,0,1,0,0,0,0,0,1,0,0,2013,60,180,5.8,113
182,277,7,0.684663948105663,0,0.298494671378296,1.18415918515399,-1.11537768017158,0.891620333008546,85,0,2,0,0,0,0,0,0,0,0,2011,65,183,5.5,111
182,277,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,-0.496325194769951,0.193206509246539,81,0,0,1,0,0,1,0,0,0,0,2010,60,182,6.25,110
182,277,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,-0.757702910828417,-0.276037334248575,79,1,3,0,1,0,0,0,0,0,0,2008,56.6406460787994,178,5.93333333333333,108
182,277,7,0.74129811315739,0,0.881707336994224,0.615225200861845,-1.08786423637595,-0.505207314515469,79,0,1,0,0,0,0,0,0,0,0,2012,55,181,5.53333333333333,112
183,277,7,0.684663948105663,0,0.298494671378296,1.18415918515399,-1.32172850863879,0.891620333008546,85,0,1,1,0,0,1,0,0,0,0,2011,65,183,5.25,111
183,277,7,0.74129811315739,0,0.881707336994224,0.615225200861845,-1.29421506484316,-0.505207314515469,79,0,1,1,0,0,0,0,0,0,0,2012,55,181,5.28333333333333,112
183,277,7,0.797932278209118,0,1.46492000261015,0.330758208715772,-1.11537768017158,0.193206509246539,84,0,2,0,0,0,0,0,1,0,0,2013,60,180,5.5,113
183,277,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,-1.15664784586502,-0.524302697312685,79,1,2,0,0,0,0,0,0,0,0,2008,54.8632946388836,178,5.45,108
183,277,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,-1.36299867433223,-1.48298666778228,76,0,2,0,1,0,0,0,0,0,1,2009,48,182,5.2,109
183,277,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,-0.331244531996183,0.33288927399894,81,0,2,0,0,0,0,0,0,0,0,2010,61,182,6.45,110
184,277,7,0.797932278209118,0,1.46492000261015,0.330758208715772,-0.661405857543719,0.472572038751342,84,0,1,0,3,0,0,0,0,0,0,2013,62,180,6.05,113
184,277,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,-0.936540295499999,-0.387328703898003,79,1,1,2,0,0,0,0,0,1,0,2008,55.8439023298717,178,5.71666666666667,108
184,277,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,-0.964053739295627,-1.48298666778228,76,0,3,0,0,1,0,0,0,0,1,2009,48,182,5.68333333333333,109
184,277,7,0.684663948105663,0,0.298494671378296,1.18415918515399,-0.936540295499999,0.891620333008546,85,0,1,0,0,1,0,1,0,0,0,2011,65,183,5.71666666666667,111
184,277,7,0.74129811315739,0,0.881707336994224,0.615225200861845,-0.867756686010929,-0.225841785010666,79,0,0,0,0,0,0,0,0,0,0,2012,57,181,5.8,112
184,277,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,-0.152407147324601,0.472572038751342,81,0,1,0,0,0,0,0,1,0,0,2010,62,182,6.66666666666667,110
188,275,7,0.74129811315739,0,0.881707336994224,0.615225200861845,0.108970568733865,-0.225841785010666,79,0,2,1,0,0,0,0,0,0,0,2012,57,181,6.98333333333333,112
188,275,7,0.797932278209118,0,1.46492000261015,0.330758208715772,0.219024343916377,0.472572038751342,84,0,3,0,0,0,0,0,0,0,1,2013,62,180,7.11666666666667,113
188,275,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,0.590455835157355,0.751937568256145,81,0,0,0,0,0,0,0,1,1,0,2010,64,182,7.56666666666667,110
188,275,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,0.0952138468360511,0.254736890233314,79,1,1,0,2,0,0,0,0,0,0,2008,60.4405008813782,178,6.96666666666667,108
188,275,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,-0.193677313018043,-1.34330390302988,76,0,2,0,0,1,0,0,0,0,0,2009,49,182,6.61666666666667,109
188,275,7,0.684663948105663,0,0.298494671378296,1.18415918515399,0.0126735154491674,0.472572038751342,85,0,1,0,0,0,0,0,0,0,0,2011,62,183,6.86666666666667,111
189,275,7,0.74129811315739,0,0.881707336994224,0.615225200861845,0.356591562894517,-0.0861590202582643,79,0,2,0,0,0,0,0,0,0,0,2012,58,181,7.28333333333333,112
189,275,7,0.684663948105663,0,0.298494671378296,1.18415918515399,0.205267622018563,0.472572038751342,85,0,2,0,0,0,1,0,0,1,0,2011,62,183,7.1,111
189,275,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,0.769293219828937,0.891620333008546,81,0,1,0,0,0,0,0,1,0,0,2010,65,182,7.78333333333333,110
189,275,7,0.797932278209118,0,1.46492000261015,0.330758208715772,0.411618450485773,0.472572038751342,84,0,3,0,0,0,0,0,0,0,0,2013,62,180,7.35,113
189,275,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,-0.0148399283464612,-1.20362113827748,76,0,2,1,0,1,0,1,0,0,1,2009,50,182,6.83333333333333,109
189,275,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,0.301564675303261,0.383150009059578,79,1,1,1,0,0,0,0,0,0,0,2008,61.3598205916795,178,7.21666666666667,108
190,275,7,0.684663948105663,0,0.298494671378296,1.18415918515399,0.439131894281401,0.612254803503743,85,0,2,0,1,1,0,0,0,0,0,2011,63,183,7.38333333333333,111
190,275,7,0.797932278209118,0,1.46492000261015,0.330758208715772,0.617969278952983,0.472572038751342,84,0,3,0,0,0,0,0,0,0,0,2013,62,180,7.6,113
190,275,7,0.74129811315739,0,0.881707336994224,0.615225200861845,0.604212557055169,0.193206509246539,79,0,2,0,0,0,0,0,0,0,0,2012,60,181,7.58333333333333,112
190,275,7,0.628029783053935,0,-0.284717994237633,0.899692193007918,0.948130604500519,0.891620333008546,81,0,1,0,0,0,0,0,0,0,0,2010,65,182,8,110
190,275,7,0.571395618002208,0,-0.867930659853561,0.899692193007918,0.177754178222935,-0.924255608772674,76,0,4,0,0,0,0,0,0,1,0,2009,52,182,7.06666666666667,109
190,275,7,0.51476145295048,0,-1.45114332546949,-0.238175775576373,0.521672225668285,0.520124002474259,79,1,1,0,0,1,1,0,0,0,0,2008,62.3404282826676,178,7.48333333333333,108
206,184,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,0.0264302373469806,1.03130309776095,92,0,0,0,0,0,0,0,0,0,0,2013,66,176,6.88333333333333,78
206,184,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,1.9111011373475,-0.0861590202582643,83,1,0,0,0,0,0,0,0,0,0,2010,58,181,9.16666666666667,75
206,184,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,-0.840243242215301,-1.48298666778228,81,1,0,0,0,0,0,0,0,0,0,2009,48,182,5.83333333333333,74
206,184,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,-1.0328373487847,-0.505207314515469,79,1,0,0,0,0,0,0,0,0,0,2008,55,184,5.6,73
206,184,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-1.66564655608414,0.751937568256145,86,1,0,0,0,0,0,0,0,0,0,2011,64,181,4.83333333333333,76
206,184,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,-1.39051211812786,-2.04171772679189,92,1,0,0,0,0,0,0,0,0,0,2012,44,174,5.16666666666667,77
207,184,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,-0.977810461193441,-1.34330390302988,92,1,0,0,0,0,0,0,0,0,0,2012,49,174,5.66666666666667,77
207,184,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-1.40426884002567,0.472572038751342,86,1,1,0,0,0,0,0,0,0,0,2011,62,181,5.15,76
207,184,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,2.11745196581471,0.193206509246539,83,1,0,0,0,0,0,0,0,0,0,2010,60,181,9.41666666666667,75
207,184,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,0.356591562894517,1.17098586251335,92,0,2,0,0,0,0,0,0,0,0,2013,67,176,7.28333333333333,78
207,184,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,-0.647649135645905,-0.0861590202582643,79,1,0,0,0,0,0,0,0,0,0,2008,58,184,6.06666666666667,73
207,184,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,-0.620135691850277,-1.34330390302988,81,1,0,0,0,0,0,0,0,0,0,2009,49,182,6.1,74
208,184,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,1.47088603661745,-0.365524549763067,83,1,1,0,0,0,0,0,0,0,0,2010,56,181,8.63333333333333,75
208,184,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,0.604212557055169,1.17098586251335,92,0,2,1,0,0,0,0,0,0,0,2013,67,176,7.58333333333333,78
208,184,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,-0.400028141485253,-1.34330390302988,81,1,1,0,0,0,0,0,0,0,0,2009,49,182,6.36666666666667,74
208,184,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-1.11537768017158,0.891620333008546,86,1,0,0,0,0,0,0,0,0,0,2011,65,181,5.5,76
208,184,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,-0.289974366302741,0.0535237444941372,79,1,0,0,0,0,0,0,0,0,0,2008,59,184,6.5,73
208,184,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,-0.620135691850277,-1.20362113827748,92,1,0,0,0,0,0,0,0,2,0,2012,50,174,6.1,77
209,186,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,-0.372514697689625,-0.64489007926787,92,1,0,0,0,0,0,0,0,0,0,2012,54,174,6.4,77
209,186,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,0.893103716909263,1.31066862726575,92,0,1,0,0,0,0,0,0,0,0,2013,68,176,7.93333333333333,78
209,186,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,0.0126735154491674,0.33288927399894,79,1,0,0,0,0,0,0,0,0,0,2008,61,184,6.86666666666667,73
209,186,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,1.70475030888029,-0.365524549763067,83,1,0,0,0,0,1,0,0,0,0,2010,56,181,8.91666666666667,75
209,186,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,-0.193677313018043,-1.34330390302988,81,1,1,0,0,0,0,0,0,0,0,2009,49,182,6.61666666666667,74
209,186,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-0.840243242215301,0.891620333008546,86,1,2,0,0,0,0,0,0,0,0,2011,65,181,5.83333333333333,76
210,186,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,0.948130604500519,-0.64489007926787,83,1,1,0,0,0,0,0,0,0,0,2010,54,181,8,75
210,186,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,1.1269679891721,1.45035139201815,92,0,0,0,0,1,1,0,0,0,0,2013,69,176,8.21666666666667,78
210,186,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-0.592622248054649,1.03130309776095,86,1,1,0,0,0,0,0,0,0,0,2011,66,181,6.13333333333333,76
210,186,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,-0.0836235378355309,-1.48298666778228,92,1,0,0,0,0,0,0,0,0,0,2012,48,174,6.75,77
210,186,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,0.136484012529493,0.193206509246539,79,1,0,0,0,0,0,0,0,0,0,2008,60,184,7.01666666666667,73
210,186,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.0264302373469806,-1.34330390302988,81,1,1,0,0,0,0,0,0,0,0,2009,49,182,6.88333333333333,74
211,186,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.191510900120749,-1.34330390302988,81,1,0,0,0,0,0,0,0,0,0,2009,49,182,7.08333333333333,74
211,186,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,0.494158781872657,0.472572038751342,79,1,0,0,0,0,0,0,0,0,0,2008,62,184,7.45,73
211,186,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,0.411618450485773,-0.784572844020272,83,1,0,1,0,1,0,0,0,0,0,2010,53,181,7.35,75
211,186,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,0.219024343916377,-0.365524549763067,92,1,0,2,0,0,0,0,0,0,0,2012,56,174,7.11666666666667,77
211,186,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-0.372514697689625,1.03130309776095,86,1,1,0,0,0,0,0,0,0,0,2011,66,181,6.4,76
211,186,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,1.41585914902619,1.72971692152296,92,0,0,0,0,0,0,0,0,0,1,2013,71,176,8.56666666666667,78
212,187,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,0.466645338077029,-0.0861590202582643,92,1,0,0,0,0,0,0,0,0,0,2012,58,174,7.41666666666667,77
212,187,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,-0.111136981631159,1.17098586251335,86,1,0,0,0,0,0,0,0,0,0,2011,67,181,6.71666666666667,76
212,187,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,1.69099358698248,1.59003415677055,92,0,2,0,0,0,0,0,0,0,0,2013,70,176,8.9,78
212,187,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,0.728023054135495,0.472572038751342,79,1,0,0,0,0,0,0,0,0,0,2008,62,184,7.73333333333333,73
212,187,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,0.150240734427307,-1.06393837352508,83,1,0,0,0,0,0,0,0,0,0,2010,51,181,7.03333333333333,75
212,187,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.370348284792331,-1.20362113827748,81,1,1,0,0,0,0,0,0,0,0,2009,50,182,7.3,74
213,187,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,0.108970568733865,1.17098586251335,86,1,0,0,0,1,0,0,0,0,0,2011,67,181,6.98333333333333,76
213,187,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,1.96612802493875,2.14876521578016,92,0,0,0,0,0,0,0,0,0,0,2013,74,176,9.23333333333333,78
213,187,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,1.04442765778522,0.612254803503743,79,1,0,0,0,0,0,0,0,0,0,2008,63,184,8.11666666666667,73
213,187,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,0.796806663624565,1.03130309776095,92,1,0,0,0,0,0,0,0,0,0,2012,66,174,7.81666666666667,77
213,187,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.535428947566099,-1.20362113827748,81,1,0,0,1,0,0,0,0,0,0,2009,50,182,7.5,74
213,187,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,-0.0836235378355309,-1.20362113827748,83,1,0,0,0,0,0,0,0,0,0,2010,50,181,6.75,75
214,187,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,0.370348284792331,1.31066862726575,86,1,0,0,0,0,0,0,0,0,0,2011,68,181,7.3,76
214,187,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,1.08569782347866,0.472572038751342,92,1,0,0,0,0,0,0,0,0,0,2012,62,174,8.16666666666667,77
214,187,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,1.34707553953712,0.751937568256145,79,1,2,0,0,0,0,0,0,0,0,2008,64,184,8.48333333333333,73
214,187,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,2.24126246289503,2.00908245102776,92,0,0,0,0,0,0,0,0,0,0,2013,73,176,9.56666666666667,78
214,187,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.728023054135495,-1.06393837352508,81,1,0,0,0,0,0,0,0,0,0,2009,51,182,7.73333333333333,74
214,187,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,-0.262460922507113,-1.20362113827748,83,1,0,0,0,1,0,0,0,0,0,2010,50,181,6.53333333333333,75
215,188,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,0.645482722748611,1.31066862726575,86,1,0,0,0,0,0,0,0,0,0,2011,68,181,7.63333333333333,76
215,188,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,-0.826486520317487,-1.48298666778228,83,1,0,0,0,0,0,1,0,0,0,2010,48,181,5.85,75
215,188,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,2.53015362274913,2.42813074528496,92,0,1,0,0,0,0,0,0,0,0,2013,76,176,9.91666666666667,78
215,188,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,1.38834570523057,0.612254803503743,92,1,1,0,0,0,0,0,0,0,1,2012,63,174,8.53333333333333,77
215,188,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,0.934373882602705,-1.34330390302988,81,1,0,0,0,0,0,0,0,0,0,2009,49,182,7.98333333333333,74
215,188,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,1.58093981179996,0.751937568256145,79,1,0,0,0,0,0,0,0,0,0,2008,64,184,8.76666666666667,73
216,188,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,1.15448143296773,-1.20362113827748,81,1,0,0,0,0,0,0,0,0,0,2009,50,182,8.25,74
216,188,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,1.66348014318685,1.03130309776095,92,1,1,0,0,0,0,0,0,0,0,2012,66,174,8.86666666666667,77
216,188,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,0.686752888442053,-0.505207314515469,83,1,2,0,0,0,0,0,0,0,0,2010,55,181,7.68333333333333,75
216,188,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,1.84231752785843,0.891620333008546,79,1,0,0,0,1,0,0,0,0,0,2008,65,184,9.08333333333333,73
216,188,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,2.80528806070541,2.42813074528496,92,0,0,0,0,0,0,0,0,0,0,2013,76,176,10.25,78
216,188,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,0.948130604500519,1.31066862726575,86,1,1,0,0,0,0,0,0,0,0,2011,68,181,8,76
